dre:449990	no KO assigned | (RefSeq) phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:445395	K11268 N-acetyltransferase [EC:2.3.1.-] | (RefSeq) esco2, si:dkey-217m5.6, zgc:111795; establishment of sister chromatid cohesion N-acetyltransferase 2
dre:791216	K14648 poly(U)-specific endoribonuclease [EC:3.1.-.-] | (RefSeq) endou, endoua, zgc:158628; endonuclease, polyU-specific
dre:282554	K04146 dopamine receptor D3 | (RefSeq) drd3; dopamine receptor D3
dre:793027	K12871 coiled-coil domain-containing protein 12 | (RefSeq) ccdc12, zgc:101038; coiled-coil domain containing 12
dre:791217	no KO assigned | (RefSeq) slc45a1, zgc:158635; solute carrier family 45, member 1
dre:445397	K12195 charged multivesicular body protein 6 | (RefSeq) chmp6b, chmp6, chmp6l, flj11749l, wu:fb79d02, zgc:110067; charged multivesicular body protein 6b
dre:445150	K02884 large subunit ribosomal protein L19 | (RefSeq) mrpl19, wu:ft69e01, zgc:100827; mitochondrial ribosomal protein L19
dre:282557	K04145 dopamine receptor D2 | (RefSeq) drd2a; dopamine receptor D2a
dre:791218	no KO assigned | (RefSeq) aifm4, zgc:158614; apoptosis-inducing factor, mitochondrion-associated, 4
dre:445398	K11093 U1 small nuclear ribonucleoprotein 70kDa | (RefSeq) snrnp70, snrp70, wu:fc20b04, zgc:136450; small nuclear ribonucleoprotein 70 (U1)
dre:445211	no KO assigned | (RefSeq) clmn, im:7149399; zgc:100997
dre:798575	K15015 solute carrier family 32 (vesicular inhibitory amino acid transporter) | (RefSeq) slc32a1, zgc:158324; solute carrier family 32 (GABA vesicular transporter), member 1
dre:325735	no KO assigned | (RefSeq) zmynd19, MIZIP, fd07e10, wu:fd07e10; zinc finger, MYND-type containing 19
dre:445399	K14810 ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13] | (RefSeq) ddx56, noh61, zgc:110078; DEAD (Asp-Glu-Ala-Asp) box helicase 56
dre:767684	no KO assigned | (RefSeq) itln1, INTL1, zgc:153267; intelectin 1
dre:326018	K05237 somatostatin | (RefSeq) sst1.1, PPSS1, SS1, fd57e04, sst1, wu:fd57e04, zgc:92779; somatostatin 1, tandem duplicate 1
dre:445400	K15281 solute carrier family 35 | (RefSeq) slc35d1a, slc35d1; solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1a
dre:553709	K02899 large subunit ribosomal protein L27 | (RefSeq) mrpl27, zgc:112322; mitochondrial ribosomal protein L27
dre:352924	K00384 thioredoxin reductase (NADPH) [EC:1.8.1.9] | (RefSeq) txnrd1, TrxR1, cb682, fb83a08, wu:fb83a08; thioredoxin reductase 1
dre:437008	no KO assigned | (RefSeq) lctla, zgc:101102; lactase-like a
dre:445403	no KO assigned | (RefSeq) uspl1, c13orf22l; ubiquitin specific peptidase like 1
dre:100003223	K06269 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16] | (RefSeq) ppp1cb, ik:tdsubc_2f2, si:zc214p16.4, wu:fa09h01, wu:fa11e06, xx:tdsubc_2f2; protein phosphatase 1, catalytic subunit, beta isozyme
dre:550128	K02857 rhomboid-related protein 1/2/3 [EC:3.4.21.105] | (RefSeq) rhbdl3, si:dkey-10p5.8, vrho, zgc:113283; rhomboid, veinlet-like 3 (Drosophila)
dre:368201	no KO assigned | (RefSeq) ved, cb675; ventrally expressed dharma/bozozok antagonist
dre:445406	K20704 protein ECT2 | (RefSeq) ect2; epithelial cell transforming 2
dre:541548	K03680 translation initiation factor eIF-2B subunit delta | (RefSeq) eif2b4, si:ch211-101l18.4, wu:fb54a09, zgc:110790; eukaryotic translation initiation factor 2B, subunit 4 delta
dre:394249	K11459 polycomb group RING finger protein 4 | (RefSeq) bmi1b, pcgf4b; bmi1 polycomb ring finger oncogene 1b
dre:368206	K10175 T-box protein 1 | (RefSeq) tbx1, mp:zf637-3-000616, zgc:136724; T-box 1
dre:79381	K00799 glutathione S-transferase [EC:2.5.1.18] | (RefSeq) gstp1, cb356, wu:fa02f07, wu:fj23a02, zgc:103706; glutathione S-transferase pi 1
dre:678560	K04865 voltage-dependent calcium channel beta-4 | (RefSeq) cacnb4b, CAB4b, cacnb4.1, zgc:136550; calcium channel, voltage-dependent, beta 4b subunit
dre:678557	no KO assigned | (RefSeq) slc25a24l, zgc:136678; solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24, like
dre:368221	K10148 tumor protein p73 | (RefSeq) tp73, TAp73, sb:eu652, zp73theta; tumor protein p73
dre:557149	K17541 SCY1-like protein 2 | (RefSeq) si:ch211-244b2.1
dre:563935	K04847 voltage-gated sodium channel type III beta | (RefSeq) scn3b; sodium channel, voltage-gated, type III, beta
dre:368250	K04511 prickle | (RefSeq) prickle2b, cb886, im:7138215, pk2, prickle2; prickle homolog 2b
dre:503602	K07952 ADP-ribosylation factor related protein 1 | (RefSeq) arfrp1, zgc:113118; ADP-ribosylation factor related protein 1
dre:564798	no KO assigned | (RefSeq) baiap2l2b, baiap2l2, si:dkey-205o12.6, si:dkey-232h18.1; BAI1-associated protein 2-like 2b
dre:368254	no KO assigned | (RefSeq) paqr8, mprb, zgc:109768; progestin and adipoQ receptor family member VIII
dre:445411	no KO assigned | (RefSeq) ticrr; TopBP1-interacting, checkpoint, and replication regulator
dre:445310	no KO assigned | (RefSeq) tmem179, zgc:101058; transmembrane protein 179
dre:445412	K03020 DNA-directed RNA polymerases I and III subunit RPAC2 | (RefSeq) polr1d, im:7162148, zgc:136449; polymerase (RNA) I polypeptide D
dre:445413	K02732 20S proteasome subunit beta 6 [EC:3.4.25.1] | (RefSeq) psmb1, wu:fc51f06, zgc:103665; proteasome subunit beta 1
dre:368273	no KO assigned | (RefSeq) trpn1, nompC; transient receptor potential cation channel, subfamily N, member 1
dre:449661	K01868 threonyl-tRNA synthetase [EC:6.1.1.3] | (RefSeq) tars, ThrRS, wu:fb07c05, wu:fb39c12, zgc:92586; threonyl-tRNA synthetase
dre:335834	no KO assigned | (RefSeq) fj34b09, wu:fj34b09; si:ch211-154o6.4
dre:373881	K11584 serine/threonine-protein phosphatase 2A regulatory subunit B' | (RefSeq) ppp2r5ea, ppp2r5e2, wdb1, zgc:85613; protein phosphatase 2, regulatory subunit B', epsilon isoform a
dre:321564	K03237 translation initiation factor 2 subunit 1 | (RefSeq) eif2s1b, eif2, eif2s1, fb19d01, wu:fb19d01; eukaryotic translation initiation factor 2, subunit 1 alpha b
dre:553322	K17598 synaptotagmin-like protein | (RefSeq) sytl4, zgc:158411; synaptotagmin-like 4
dre:64269	K01540 sodium/potassium-transporting ATPase subunit beta | (RefSeq) atp1b2a, atp1b2, cb711, wu:fc09e11, zgc:86580; ATPase, Na+/K+ transporting, beta 2a polypeptide
dre:64276	K09353 homeobox protein LBX | (RefSeq) lbx2, SI:zC207O21.2, fc26c12, homeobox, lbx, lbx1, lbx1h, wu:fc26c12, zgc:92170; ladybird homeobox 2
dre:503608	no KO assigned | (RefSeq) ccdc115, zgc:113121; coiled-coil domain containing 115
dre:558580	K17253 lactadherin | (RefSeq) mfge8b, mfge8, zgc:154157; milk fat globule-EGF factor 8 protein b
dre:80973	K02087 cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23] | (RefSeq) cdk1, cdc2, wu:fc30e01, zgc:92032; cyclin-dependent kinase 1
dre:560419	no KO assigned | (RefSeq) fam206a, si:ch211-254e15.2, zgc:153072; family with sequence similarity 206, member A
dre:569582	K15686 RNA-binding protein MEX3 [EC:2.3.2.27] | (RefSeq) mex3b, wu:fc13g02, wu:fj58h02, zgc:158350; mex-3 RNA binding family member B
dre:322056	K14607 extracellular sulfatase Sulf [EC:3.1.6.-] | (RefSeq) sulf2b, SULF2, si:dkeyp-84g9.1, sulf2l, wu:fb48e04; sulfatase 2b
dre:30094	K14713 solute carrier family 39 (zinc transporter), member 7 | (RefSeq) slc39a7, HKE4, id:ibd5081, ke4, wu:fc28c09; solute carrier family 39 (zinc transporter), member 7
dre:170990	no KO assigned | (RefSeq) nitr1d, nitr1, nitr1.15, nitr1.22, nitr1.32, nitr1.4, nitr1.47, nitr1.62, nitr1d_3, si:busm1-219h16.1, si:dz219h16.1; novel immune-type receptor 1d
dre:541363	no KO assigned | (RefSeq) zgc:113149
dre:393967	K11267 sister chromatid cohesion protein PDS5 | (RefSeq) pds5a, Aprin, zgc:153878, zgc:66331; PDS5 cohesin associated factor A
dre:368239	K00128 aldehyde dehydrogenase (NAD+) [EC:1.2.1.3] | (RefSeq) aldh2.2, aldh2, aldh2b, aldh2l, cb154, wu:fi26c02, zgc:85659; aldehyde dehydrogenase 2 family (mitochondrial), tandem duplicate 2
dre:60645	no KO assigned | (RefSeq) nitr1c, SI:dZ169I8.5, nitr1, nitr1.16, nitr1.2, nitr1.21, nitr1.59, nitr1.63; novel immune-type receptor 1c
dre:394157	K08900 mitochondrial chaperone BCS1 | (RefSeq) bcs1l, zgc:56205; BC1 (ubiquinol-cytochrome c reductase) synthesis-like
dre:321031	no KO assigned | (RefSeq) quo, cb9, fb97g10, sb:cb9, wu:fb97g10; quattro
dre:445154	K07876 Ras-related protein Rab-35 | (RefSeq) rab35b, dZ146N9.2, rab35, sb:eu777, si:busm1-146n9.2, zgc:100812; RAB35, member RAS oncogene family b
dre:404208	K18485 myogenic factor 6 | (RefSeq) myf6, herculin, mrf4; myogenic factor 6
dre:445248	no KO assigned | (RefSeq) kptn, wu:fc13b08, wu:fc13b09, zgc:100793; kaptin (actin binding protein)
dre:445471	K06533 cadherin 5, type 2, VE-cadherin | (RefSeq) cdh5, wu:fc88a07; cadherin 5
dre:252845	K06091 MAGUK p55 subfamily member 5 | (RefSeq) mpp5a, mpp5, nok; membrane protein, palmitoylated 5a (MAGUK p55 subfamily member 5)
dre:541518	no KO assigned | (RefSeq) armt1, CH73-109I14.2, zgc:110816; acidic residue methyltransferase 1
dre:445472	K10358 myosin VI | (RefSeq) myo6b; myosin VIb
dre:445194	K00622 arylamine N-acetyltransferase [EC:2.3.1.5] | (RefSeq) zgc:101040
dre:503703	K16195 eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1] | (RefSeq) pkz, zgc:136657; protein kinase containing Z-DNA binding domains
dre:321505	K11459 polycomb group RING finger protein 4 | (RefSeq) bmi1a, bmi1, pcgf4, psc1, wu:fb17g03, wu:fd18f06; bmi1 polycomb ring finger oncogene 1a
dre:445474	K11223 signal transducer and activator of transcription 5A | (RefSeq) stat5b, stat5.2; signal transducer and activator of transcription 5b
dre:503744	K08065 nuclear transcription Y subunit beta | (RefSeq) nfybb, nfyb, zgc:110533; nuclear transcription factor Y, beta b
dre:322358	K07292 hepatocyte nuclear factor 4-alpha | (RefSeq) hnf4a, fb58h09, id:ibd1279, sb:eu665, wu:fb58h09; hepatocyte nuclear factor 4, alpha
dre:100008592	no KO assigned | (RefSeq) hs3st3l, 3-OST-6, 3OST6, HS3st6; heparan sulfate (glucosamine) 3-O-sulfotransferase 3-like
dre:445475	K14380 four and a half LIM domains protein 2 | (RefSeq) fhl5, zgc:92375; four and a half LIM domains 5
dre:359837	K00182 wingless-type MMTV integration site family, member 2 | (RefSeq) wnt2ba, wnt2b; wingless-type MMTV integration site family, member 2Ba
dre:323738	no KO assigned | (RefSeq) ankhb, ankh, wu:fc08d03; ANKH inorganic pyrophosphate transport regulator b
dre:445476	K19909 synaptotagmin-9 | (RefSeq) syt9b, zgc:91875; synaptotagmin IXb
dre:327291	K11451 chromobox protein 2 | (RefSeq) cbx2, pc1, wu:fd20e09, zgc:103563; chromobox homolog 2 (Drosophila Pc class)
dre:447884	no KO assigned | (RefSeq) tctex1d1, zgc:101774; Tctex1 domain containing 1
dre:571287	K11536 pyrimidine nucleoside transport protein | (RefSeq) slc28a1, si:dkey-24l11.1, zgc:158842; solute carrier family 28 (concentrative nucleoside transporter), member 1
dre:359836	K06055 hairy and enhancer of split 5 | (RefSeq) her15.1, fk51a02, her15, her15a, hes5, wu:fk51a02, zgc:136520; hairy and enhancer of split-related 15, tandem duplicate 1
dre:336710	K02937 large subunit ribosomal protein L7e | (RefSeq) rpl7, bb02h10, mg:bb02h10, wu:fa93c11; ribosomal protein L7
dre:373108	K04725 E3 ubiquitin-protein ligase XIAP [EC:2.3.2.27] | (RefSeq) xiap, birc4, fb73d01, wu:fb73d01, zgc:91873; X-linked inhibitor of apoptosis
dre:445478	K06107 erythrocyte membrane protein band 4.1 | (RefSeq) epb41l3a, zgc:92004; erythrocyte membrane protein band 4.1-like 3a
dre:337696	K00079 carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197] | (RefSeq) cbr1l, fp17a06, wu:fa92b03, wu:fp17a06; carbonyl reductase 1-like
dre:550576	no KO assigned | (RefSeq) anapc16, C10orf104, zgc:110659; anaphase promoting complex subunit 16
dre:415103	K00502 tryptophan 5-monooxygenase [EC:1.14.16.4] | (RefSeq) tph1b, tph1l, tph2, tphD2; tryptophan hydroxylase 1b
dre:353314	K04459 dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48] | (RefSeq) dusp6, Mkp3, wu:fd99d09; dual specificity phosphatase 6
dre:30739	K04388 TGF-beta receptor type-2 [EC:2.7.11.30] | (RefSeq) tgfbr2, cb537, wu:fj05c10, zgc:110498; transforming growth factor, beta receptor II
dre:445481	no KO assigned | (RefSeq) s100s, zgc:91995; S100 calcium binding protein S
dre:369191	K06252 tenascin | (RefSeq) tnr; tenascin R (restrictin, janusin)
dre:723997	K00799 glutathione S-transferase [EC:2.5.1.18] | (RefSeq) mgst2, zgc:136570; microsomal glutathione S-transferase 2
dre:503589	K04346 guanine nucleotide-binding protein subunit alpha-12 | (RefSeq) gna12a, gna12, gna12l; guanine nucleotide binding protein (G protein) alpha 12a
dre:445482	K18402 PHD finger protein 20 | (RefSeq) phf20b, zgc:91986; PHD finger protein 20, b
dre:503714	K18159 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1 | (RefSeq) ndufaf1, wu:fk33c03, zgc:113197; NADH dehydrogenase (ubiquinone) complex I, assembly factor 1
dre:369193	K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13] | (RefSeq) aldocb, aldoc; aldolase C, fructose-bisphosphate, b
dre:503603	K06927 diphthine-ammonia ligase [EC:6.3.1.14] | (RefSeq) dph6, atpbd4, si:ch1073-258j7.1, wu:fc57a01, zgc:110758; diphthamine biosynthesis 6
dre:30407	no KO assigned | (RefSeq) hoxd13a, hoxd-13, hoxd13, zgc:110511; homeobox D13a
dre:369194	K13376 transforming growth factor beta-2 | (RefSeq) tgfb2; transforming growth factor, beta 2
dre:563365	K06817 podocalyxin-like | (RefSeq) podxl, fc18d02, si:dkey-146n1.1, wu:fc18d02; podocalyxin-like
dre:445484	no KO assigned | (RefSeq) yipf1, zgc:91977; Yip1 domain family, member 1
dre:555611	K10657 E3 ubiquitin-protein ligase MARCH2 [EC:2.3.2.27] | (RefSeq) march2, si:ch211-197g15.3, zgc:158704; membrane-associated ring finger (C3HC4) 2
dre:334956	K15191 La-related protein 7 | (RefSeq) larp7, fa10g04, wu:fa10g04, zgc:56476; La ribonucleoprotein domain family, member 7
dre:373093	K04722 tumor necrosis factor receptor superfamily member 10 | (RefSeq) hdr, ZH-DR, zgc:103531; hematopoietic death receptor
dre:553598	no KO assigned | (RefSeq) wu:fc44g01, zgc:110228; si:dkey-97o5.1
dre:445485	K03267 peptide chain release factor subunit 3 | (RefSeq) gspt1, zgc:91975; G1 to S phase transition 1
dre:492409	K15211 snRNA-activating protein complex subunit 5 | (RefSeq) snapc5, im:7138573, si:rp71-14b1.2; small nuclear RNA activating complex, polypeptide 5
dre:415251	K13149 integrator complex subunit 12 | (RefSeq) ints12, wu:fi17f05, zgc:86602; integrator complex subunit 12
dre:100009619	no KO assigned | (RefSeq) defbl1, db-1; defensin, beta-like 1
dre:445486	K00939 adenylate kinase [EC:2.7.4.3] | (RefSeq) ak1, zgc:91930; adenylate kinase 1
dre:335751	K02270 cytochrome c oxidase subunit 7a | (RefSeq) cox7a3, cox7a2l, wu:fp89f04, zgc:66312; cytochrome c oxidase subunit VIIa polypeptide 3
dre:100009620	no KO assigned | (RefSeq) defbl2, db-2; defensin, beta-like 2
dre:445487	K01206 alpha-L-fucosidase [EC:3.2.1.51] | (RefSeq) fuca2, wu:fc20c06, zgc:92013; fucosidase, alpha-L- 2, plasma
dre:100009621	no KO assigned | (RefSeq) defbl3, db-3; defensin, beta-like 3
dre:445497	no KO assigned | (RefSeq) zgc:101016
dre:445488	no KO assigned | (RefSeq) morc2, im:6911946, wu:fa19f10, zgc:92010; MORC family CW-type zinc finger 2
dre:373130	K02311 DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-] | (RefSeq) dffb, CAD; DNA fragmentation factor, beta polypeptide (caspase-activated DNase)
dre:445147	no KO assigned | (RefSeq) rbms2b, zgc:100836; RNA binding motif, single stranded interacting protein 2b
dre:445489	no KO assigned | (RefSeq) elf2a, wu:fj65e10, zgc:91894; E74-like factor 2a (ets domain transcription factor)
dre:563650	no KO assigned | (RefSeq) pcnxl4, pcnx4, zgc:158219; pecanex-like 4 (Drosophila)
dre:373866	K00079 carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197] | (RefSeq) cbr1; carbonyl reductase 1
dre:436780	no KO assigned | (RefSeq) nrn1a, nrn1, zgc:92828; neuritin 1a
dre:445490	K14291 phosphorylated adapter RNA export protein | (RefSeq) phax, rnuxa, wu:fb09e08, zgc:92415; phosphorylated adaptor for RNA export
dre:553945	no KO assigned | (RefSeq) zgc:136322, zgc:158520; si:ch211-22i13.2
dre:373867	K01116 phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11] | (RefSeq) plcg1, fj46f04, wu:fj46f04, wu:fj57a05; phospholipase C, gamma 1
dre:541441	no KO assigned | (RefSeq) mettl21a, CH73-2D23.2, zgc:110528; methyltransferase like 21A
dre:445491	K11793 cereblon | (RefSeq) crbn, zgc:92404; cereblon
dre:280652	K20033 cell adhesion molecule-related/down-regulated by oncogenes | (RefSeq) cdon, cb507, wu:fa10c03, wu:fb94b11, zgc:158240; cell adhesion associated, oncogene regulated
dre:373869	K09318 homeobox protein ventral anterior | (RefSeq) vax2; ventral anterior homeobox 2
dre:445507	K10334 ankyrin repeat and SOCS box protein 12 | (RefSeq) asb12b, zgc:100881; ankyrin repeat and SOCS box-containing 12b
dre:445492	K00953 FAD synthetase [EC:2.7.7.2] | (RefSeq) flad1, wu:fa92c06, zgc:91843; flavin adenine dinucleotide synthetase 1
dre:30395	K09069 twist | (RefSeq) twist2, dermo1, zgc:101904; twist2
dre:553210	K03371 alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8A) [EC:2.4.99.8] | (RefSeq) st8sia1, siat_8A, zgc:158304; ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
dre:566945	K07763 matrix metalloproteinase-14 (membrane-inserted) [EC:3.4.24.80] | (RefSeq) mmp14b, MT-MMPbeta; matrix metallopeptidase 14b (membrane-inserted)
dre:445493	K08504 blocked early in transport 1 | (RefSeq) bet1l, zgc:100789; Bet1 golgi vesicular membrane trafficking protein-like
dre:794171	K11463 polycomb protein SUZ12 | (RefSeq) suz12a, suz12, suz12l, zgc:100863; SUZ12 polycomb repressive complex 2a subunit
dre:373882	K07763 matrix metalloproteinase-14 (membrane-inserted) [EC:3.4.24.80] | (RefSeq) mmp14a, cb386, sb:cb386, wu:fb72b09; matrix metallopeptidase 14a (membrane-inserted)
dre:445495	no KO assigned | (RefSeq) tmem144a, tmem144, zgc:100814; transmembrane protein 144a
dre:553469	no KO assigned | (RefSeq) ca15a, zgc:158584; carbonic anhydrase XVa
dre:386700	no KO assigned | (RefSeq) stm, cb885, id:ibd5112, sb:cb148, sb:cb568, sb:cb584; starmaker
dre:378441	K01580 glutamate decarboxylase [EC:4.1.1.15] | (RefSeq) gad1b, GAD67, gad1; glutamate decarboxylase 1b
dre:445498	K07880 Ras-related protein Rab-4B | (RefSeq) rab4b, zgc:101015; RAB4B, member RAS oncogene family
dre:445252	no KO assigned | (RefSeq) hibadha, wu:fb07f02, zgc:100804; 3-hydroxyisobutyrate dehydrogenase a
dre:445502	no KO assigned | (RefSeq) tmem230a, zgc:101123; transmembrane protein 230a
dre:445156	K17085 transmembrane 9 superfamily member 1 | (RefSeq) tm9sf1, fa03b09, wu:fa03b09, zgc:100810; transmembrane 9 superfamily member 1
dre:445504	no KO assigned | (RefSeq) gdpd1, wu:fb95e09, zgc:101097; glycerophosphodiester phosphodiesterase domain containing 1
dre:58035	K10262 F-box and WD-40 domain protein 4 | (RefSeq) fbxw4, dac, hag, hagoromo, wu:fk63g06; F-box and WD repeat domain containing 4
dre:378452	K06811 cadherin 17, LI cadherin | (RefSeq) cdh17, cb903, fb65d02, wu:fb65d02; cadherin 17, LI cadherin (liver-intestine)
dre:560756	no KO assigned | (RefSeq) znf346, im:7136406, wu:fc21c04, zgc:158750; zinc finger protein 346
dre:445505	K03841 fructose-1,6-bisphosphatase I [EC:3.1.3.11] | (RefSeq) fbp2, zgc:101083; fructose-1,6-bisphosphatase 2
dre:378478	K04361 epidermal growth factor receptor [EC:2.7.10.1] | (RefSeq) egfra, EGFR12, EGFR15, egfr; epidermal growth factor receptor a (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
dre:503738	K20726 transmembrane protein 222 | (RefSeq) tmem222a, tmem222, wu:fc43b04, zgc:110759; transmembrane protein 222a
dre:445506	no KO assigned | (RefSeq) emp2, EMP-2, zgc:100935; epithelial membrane protein 2
dre:100004870	K17637 exocyst complex component 2 | (RefSeq) exoc2, sec5l1, zgc:63558, zgc:77855; exocyst complex component 2
dre:570789	no KO assigned | (RefSeq) ubap2b, wu:fb19h07, zgc:158399; ubiquitin associated protein 2b
dre:325561	K12666 oligosaccharyltransferase complex subunit alpha (ribophorin I) | (RefSeq) rpn1, wu:fa12h07, wu:fc68b07, wu:fc88a12; ribophorin I
dre:445508	K04577 calcitonin receptor-like | (RefSeq) calcrla, im:7141310, zgc:100872; calcitonin receptor-like a
