dre:449990	phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:567505	rnasen, im:7150667, zgc:158612; ribonuclease type III, nuclear (EC:3.1.26.3); K03685 ribonuclease III [EC:3.1.26.3]
dre:407658	acta1b, actc, actc1, cfk, hm:zeh0631, zeh0631; actin, alpha 1b, skeletal muscle; K10354 actin, alpha skeletal muscle
dre:799960	dolk, zgc:162284; dolichol kinase (EC:2.7.1.108); K00902 dolichol kinase [EC:2.7.1.108]
dre:336471	col1a2, alpha2(I), hm:zehn2357, wu:fa98d05, wu:fa99g10, wu:fb04c08, wu:fb11d06, zehn2357; collagen, type I, alpha 2; K06236 collagen, type I, alpha
dre:445390	mybl2b, mybl2; v-myb avian myeloblastosis viral oncogene homolog-like 2b; K09421 myb-related protein
dre:280649	plk1, cb525, cb636, ik:tdsubc_2d1, plk, wu:fb37g11, wu:fb76g03, xx:tdsubc_2d1; polo-like kinase 1 (Drosophila) (EC:2.7.11.21); K06631 polo-like kinase 1 [EC:2.7.11.21]
dre:566492	wwc3, zgc:158241; WWC family member 3
dre:393195	rnaseh2a, zgc:56307; ribonuclease H2, subunit A (EC:3.1.26.4); K10743 ribonuclease H2 subunit A [EC:3.1.26.4]
dre:560362	dis3l, zgc:158615; DIS3 like exosome 3'-5' exoribonuclease (EC:3.1.13.-); K18681 DIS3-like exonuclease 1 [EC:3.1.13.-]
dre:562670	klf18, zgc:136851; Kruppel-like factor 18; K09206 krueppel-like factor 5
dre:114549	ache, zgc:92550; acetylcholinesterase (EC:3.1.1.7); K01049 acetylcholinesterase [EC:3.1.1.7]
dre:334107	tsn, id:ibd2900, wu:fb38b07, wu:fi31h02, zgc:123170; translin
dre:116713	aldh1a2, fb50h01, raldh2; aldehyde dehydrogenase 1 family, member A2 (EC:1.2.1.36); K07249 retinal dehydrogenase [EC:1.2.1.36]
dre:573117	tbrg1, zgc:171428; transforming growth factor beta regulator 1
dre:368910	mtdha, lyric, lyricl, si:zc215i13.6, wu:fc33g06; metadherin a
dre:116990	sox32, 10J3, 226D7, CG569, cas, cb527; SRY (sex determining region Y)-box 32
dre:324090	acbd6, wu:fc18d09, wu:fc69g03; acyl-CoA binding domain containing 6
dre:100000711	ngb; neuroglobin
dre:797700	im:6894100; zgc:174310
dre:321855	ift88, fb37b11, polaris, ttc10, wu:fb37b11, xx:zah8127; intraflagellar transport 88 homolog; K16474 intraflagellar transport protein 88
dre:321203	trappc13, cb318, sb:cb318, wu:fa04a08, zgc:73187; trafficking protein particle complex 13
dre:798270	zgc:173517
dre:246275	myhz2, sb:cb38; myosin, heavy polypeptide 2, fast muscle specific; K10352 myosin heavy chain
dre:140421	jag1a, cb243, jag1, sb:cb243, serrateC; jagged 1a; K06052 jagged
dre:334658	mbtps2, s2p, wu:fb72d02, wu:fk47a09; membrane-bound transcription factor peptidase, site 2 (EC:3.4.24.85); K07765 S2P endopeptidase [EC:3.4.24.85]
dre:797799	novel serine protease protein; K08669 HtrA serine peptidase 2 [EC:3.4.21.108]
dre:100001934	cldn17, zgc:173444; claudin 17
dre:140422	jag2b, jag2, serB, zgc:152855; jagged 2b; K06052 jagged
dre:321696	scnm1, fb30c06, wu:fb30c06, zgc:123015; sodium channel modifier 1
dre:140423	jag1b, jag3; jagged 1b; K06052 jagged
dre:336260	qrich1, fj59h09, wu:fj59h09, zgc:110077; glutamine-rich 1
dre:334098	hsd11b2, wu:fi31d01; hydroxysteroid (11-beta) dehydrogenase 2 (EC:1.1.1.146); K00071 corticosteroid 11-beta-dehydrogenase isozyme 2 [EC:1.1.1.-]
dre:678536	vtg4, si:rp71-23d18.3, wu:fb59b02, wu:fb59d07, wu:fb59e10, zgc:136286, zgc:136383; vitellogenin 4
dre:324215	igf2b, fc21h08, igf2a, wu:fc21h08, wu:fc34h12; insulin-like growth factor 2b; K13769 insulin-like growth factor 2
dre:570746	zic2b, hm:zeh0655, id:ibd5017, zic2.2, zic2l; zic family member 2 (odd-paired homolog, Drosophila) b; K06235 zinc finger protein ZIC 2
dre:562128	zgc:113426
dre:402828	tdrd3, zgc:77174; tudor domain containing 3; K18404 tudor domain-containing protein 3
dre:403033	Cyr61; zgc:85866; K06829 cysteine rich protein 61
dre:553218	lsr, Lisch7, lsrl, zgc:114089; lipolysis stimulated lipoprotein receptor
dre:799475	il13ra1, il-13ra1, si:ch211-150g2.2; interleukin 13 receptor, alpha 1; K05076 interleukin 13 receptor alpha-1
dre:553249	Ela1, si:dkey-57c15.3; zgc:112368
dre:140614	xbp1, cb918, id:ibd1195, treb5, trebf, wu:fb02h05, wu:fb63f10, xbp1a, xbp1b; X-box binding protein 1; K09027 X box-binding protein 1
dre:414844	th2; tyrosine hydroxylase 2
dre:140616	sox10, cls/sox10, zgc:100757; SRY (sex determining region Y)-box 10; K09270 transcription factor SOX7/8/10/18 (SOX group E/F)
dre:100008009	hbl3, etID42583.2, fb68b07, mbl, wu:fb68b07, zgc:109836; hexose-binding lectin 3
dre:393976	arl2bp, BART1, zgc:66308, zgc:77496; ADP-ribosylation factor-like 2 binding protein; K16742 ADP-ribosylation factor-like protein 2-binding protein
dre:553529	bloc1s3, zgc:114034; biogenesis of lysosomal organelles complex-1, subunit 3
dre:555400	ccdc77, zgc:114121; coiled-coil domain containing 77; K16757 coiled-coil domain-containing protein 77
dre:140634	cyp1a, cyp1a1, wu:fb63b04, zfCYP1A, zgc:109747; cytochrome P450, family 1, subfamily A (EC:1.14.14.1); K07408 cytochrome P450, family 1, subfamily A, polypeptide 1 [EC:1.14.14.1]
dre:414929	ift57, hippi, zgc:111831; intraflagellar transport 57 homolog (Chlamydomonas); K04638 intraflagellar transport protein 57
dre:415096	vipas39, hSPE-39, si:ch211-20b12.1, spe39, vipar, wu:fb63f10; VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
dre:170781	tlx2, Tlx-3a, hox11l, tlx3a, tlxA; T-cell leukemia, homeobox 2; K15606 T-cell leukemia homeobox protein 2
dre:140746	irx7, cb263, iro7, zgc:109841, ziro7; iroquois homeobox 7
dre:415097	zic6; zic family member 6
dre:556259	ccdc22, zgc:114058; coiled-coil domain containing 22
dre:140816	cebpg, c/ebpg, fc79a10, fi57b02, wu:fc79a10, wu:fi57b02; CCAAT/enhancer binding protein (C/EBP), gamma; K10049 CCAAT/enhancer binding protein (C/EBP), gamma
dre:100005849	rhov, sb:cb832, si:ch211-244p18.1, zgc:111951; ras homolog family member V; K07866 Ras homolog gene family, member V
dre:556272	mrps11, si:dkey-265m8.2, zgc:162401; mitochondrial ribosomal protein S11; K02948 small subunit ribosomal protein S11
dre:550473	capslb, zgc:110369; calcyphosine-like b
dre:556856	vgll2a, zgc:114146; si:dkeyp-93d12.1
dre:100126807	CH73-263F13.2; zgc:171242
dre:557103	u2af2a, zgc:110115; U2 small nuclear RNA auxiliary factor 2a; K12837 splicing factor U2AF 65 kDa subunit
dre:415108	popdc3, pop3; popeye domain containing 3
dre:335229	serpinb1l4, fk92d08, wu:fk92d08, zgc:77645; serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 4; K13963 serpin B
dre:170446	meis1b, cb224, id:ibd5078, meis1, meis1.1, wu:fb38b03, wu:fc02e11, wu:fd12a02; Meis homeobox 1 b; K15613 homeobox protein Meis1
dre:100000322	trpv6, ecac, trpv5-6; transient receptor potential cation channel, subfamily V, member 6; K04975 transient receptor potential cation channel subfamily V member 6
dre:100126803	ifnphi3, ifn3; interferon phi 3; K05414 interferon alpha
dre:550606	atpaf1, id:ibd1136, si:dkey-171o17.2, zgc:110583; ATP synthase mitochondrial F1 complex assembly factor 1; K07555 ATP synthase mitochondrial F1 complex assembly factor 1
dre:558014	nitr11b, nitr11b_1; novel immune-type receptor 11b
dre:792689	mlst8, fi37e04, gbl, wu:fi37e04, zgc:55455, zgc:85668; MTOR associated protein, LST8 homolog (S. cerevisiae); K08266 G protein beta subunit-like
dre:558097	fbxo7, si:ch211-286m4.2, zgc:114096; F-box protein 7; K10293 F-box protein 7
dre:100001029	rpz3, fd60b07, wu:fd60b07, zgc:171567; rapunzel 3
dre:321357	sparc, hm:zeh0062; secreted protein, acidic, cysteine-rich (osteonectin)
dre:558243	nitr11a, nitr11a_1; novel immune-type receptor 11a
dre:562705	ppp4cb, PP4C-B, zgc:172126; protein phosphatase 4, catalytic subunit b (EC:3.1.3.16); K15423 serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]
dre:30292	ndr2, Ndr-2, Znr-1, cyc, cyclops, ndr1, znr1; nodal-related 2
dre:556822	prune2, im:7152528, si:dkey-267i17.5, wu:fd19g03; prune homolog 2 (Drosophila); K18449 prune homolog 2
dre:503537	slc29a2, zgc:110527; solute carrier family 29 (equilibrative nucleoside transporter), member 2; K15014 solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3
dre:677744	lyz, lys-C, zgc:136734; lysozyme (EC:3.2.1.17); K01185 lysozyme [EC:3.2.1.17]
dre:791524	grna, grn, wu:fb11g12, wu:fj18f05; granulin a
dre:565014	kcnab2b, zgc:171453; potassium voltage-gated channel, shaker-related subfamily, beta member 2 b
dre:402913	ubxn7, zgc:92437; UBX domain protein 7
dre:560952	ccdc3, si:ch211-220p15.9; coiled-coil domain containing 3
dre:100007703	uncharacterized LOC100007703
dre:503748	rfc2, zgc:110810; replication factor C (activator 1) 2; K10755 replication factor C subunit 2/4
dre:323003	trappc11, fb78g05, fgr, flj12716l, foigr, wu:fb78g05, zgc:136723, zgc:63684; trafficking protein particle complex 11
dre:561158	e4f1, zgc:114190; E4F transcription factor 1 (EC:6.3.2.-)
dre:795167	rac3b, zgc:175209; ras-related C3 botulinum toxin substrate 3b (rho family, small GTP binding protein Rac3); K07861 Ras-related C3 botulinum toxin substrate 3
dre:393591	CH73-173H19.1; zgc:63733
dre:561476	zgc:112285
dre:791587	zgc:174259; K04525 serpin peptidase inhibitor, clade A
dre:561675	mlf2, fj39f09, wu:fj39f09, zgc:114097; myeloid leukemia factor 2
dre:393263	ddrgk1, zgc:56488, zgc:77356; DDRGK domain containing 1
dre:562881	scamp4, si:ch211-129c21.2, zgc:114143; secretory carrier membrane protein 4; K19995 secretory carrier-associated membrane protein
dre:569903	shrprbck1r, HOIL-1, rbck1, zgc:175152; sharpin and rbck1 related (EC:6.3.2.-); K10630 RanBP-type and C3HC4-type zinc finger-containing protein 1 [EC:2.3.2.27]
dre:393380	tspan35, zgc:64085; tetraspanin 35; K17348 tetraspanin-1
dre:563989	trpc6a, bZ1P14.9, si:rp71-1p14.9, trpc6; transient receptor potential cation channel, subfamily C, member 6a; K04969 transient receptor potential cation channel subfamily C member 6
dre:564058	setd4, dZ63M10.4, zgc:112252; SET domain containing 4
dre:559922	bZ1G18.1, fd19f11, im:7149611, wu:fd19f11; si:rp71-1g18.1
dre:81881	crx; cone-rod homeobox
dre:415131	isl1l; islet1, like
dre:564103	lbx1a, dZ265N4.1, lbx1b, si:busm1-265n4.1, si:ch211-103o12.1; ladybird homeobox 1a; K09353 homeobox protein LBX
dre:562738	dpf3, si:ch211-268e23.1, wu:fj43h12; D4, zinc and double PHD fingers, family 3
dre:415135	bet1, si:ch211-262k23.5, zgc:86622; Bet1 golgi vesicular membrane trafficking protein; K08504 blocked early in transport 1
dre:563255	zgc:171517; K00357 dihydropteridine reductase [EC:1.5.1.34]
dre:415137	sra1, zgc:86613; steroid receptor RNA activator 1
dre:796475	zgc:171599
dre:170846	appb, wu:fc43a03, zgc:92771; amyloid beta (A4) precursor protein b; K04520 amyloid beta A4 protein
dre:406846	ciz1b, ciz1, wu:fi12g11, wu:fi27d02, zgc:66467; cdkn1a interacting zinc finger protein 1b
dre:564996	tfe3b, si:dkey-13a21.9, zK13A21.9; transcription factor binding to IGHM enhancer 3b; K09105 transcription factor E3
dre:565000	exosc3, im:7140537, zgc:112345; exosome component 3; K03681 exosome complex component RRP40
dre:567873	prph2l, si:dkey-85n7.2; peripherin 2, like; K17343 peripherin-2
dre:567623	zgc:174153
dre:171474	il17rd, cb208, id:ibd2875, id:ibd5059, sef, zgc:136328; interleukin 17 receptor D; K05167 interleukin 17 receptor D
dre:565499	herpud1, zgc:114134; homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1; K14027 homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
dre:568032	rbp2a, CRBP, CRBPII, rbp2, wu:fb69e02; retinol binding protein 2a, cellular; K14622 retinol binding protein 2
dre:569168	afg3l2, si:ch211-12e1.4; AFG3-like AAA ATPase 2; K08956 AFG3 family protein [EC:3.4.24.-]
dre:171481	fabp10a, L-FABP, Lb-FABP, Lfabp, Zf-FABP10, fabp10, z-L-BABP, zgc:103719, zgc:92741; fatty acid binding protein 10a, liver basic
dre:415141	stx12, zgc:86632; syntaxin 12; K13813 syntaxin 12/13
dre:567018	atf7b, fa97a09, fc25b12, wu:fa97a09, wu:fc25b12; activating transcription factor 7b
dre:436690	med31, fa04d01, wu:fa04d01, zgc:92673; mediator complex subunit 31; K15153 mediator of RNA polymerase II transcription subunit 31
dre:567899	gtf2e1, si:ch211-194d6.2; general transcription factor IIE, polypeptide 1, alpha; K03136 transcription initiation factor TFIIE subunit alpha
dre:415145	cops2, wu:fc05f05, wu:fc06g10, wu:fc60f04, wu:fl94f12, zgc:86624; COP9 signalosome subunit 2; K12176 COP9 signalosome complex subunit 2
dre:436719	cldn15lb, cldn10l1b, zgc:92349; claudin 15-like b; K06087 claudin
dre:565848	zgc:171470
dre:415146	hprt1l, zgc:86643; hypoxanthine phosphoribosyltransferase 1, like
dre:436773	otub1b, fa19h07, otub1, wu:fa19h07, zgc:92839; OTU deubiquitinase, ubiquitin aldehyde binding 1b; K09602 ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]
dre:192124	glra3, glyRalpha3; glycine receptor, alpha 3; K05195 glycine receptor alpha-3
dre:445189	optc, dspg3, optcl, wu:fb81a05, zgc:101047; opticin; K08127 dermatan sulfate proteoglycan 3 (PG-Lb)
dre:565082	htra1b, zgc:172061; HtrA serine peptidase 1b (EC:3.4.21.-); K08784 HtrA serine peptidase 1 [EC:3.4.21.-]
dre:574422	fynb, im:6908851, si:dkey-119m7.5, zgc:109996; FYN proto-oncogene, Src family tyrosine kinase b (EC:2.7.10.2); K05703 tyrosine-protein kinase Fyn [EC:2.7.10.2]
dre:559197	rgs11, zgc:171922; regulator of G-protein signaling 11; K16449 regulator of G-protein signaling
dre:192295	ccna2, CycA2, cb671, chunp6924, wu:fi36f03; cyclin A2; K06627 cyclin A
dre:574424	rab25b, zgc:112037; RAB25, member RAS oncogene family b; K07906 Ras-related protein Rab-25
dre:415152	gyg1b, gygl, zgc:86679; glycogenin 1b; K00750 glycogenin glucosyltransferase [EC:2.4.1.186]
dre:415153	stxbp6, wu:fd20e06, zgc:86678; syntaxin binding protein 6 (amisyn); K08519 syntaxin-binding protein 6
dre:447813	pdxdc1, wu:fj29c10, zgc:92179; pyridoxal-dependent decarboxylase domain containing 1 (EC:4.1.1.-)
dre:192307	csnk1a1, CHUNP6894, ck1alpha, wu:fb65a02, wu:fi30h04, wu:fj19c11, zgc:92158; casein kinase 1, alpha 1 (EC:2.7.1.-); K08957 casein kinase 1, alpha [EC:2.7.11.1]
dre:447827	manea, fi29h09, wu:fi29h09, zgc:92825; mannosidase, endo-alpha (EC:3.2.1.130); K15538 glycoprotein endo-alpha-1,2-mannosidase [EC:3.2.1.130]
dre:415155	ppid, wu:fb18b07, zgc:86711; peptidylprolyl isomerase D (EC:5.2.1.8); K05864 peptidyl-prolyl isomerase D [EC:5.2.1.8]
dre:447845	sdprb, wu:fb39c08, wu:fk90b02, zgc:92231; serum deprivation response b
dre:566376	fb55g02, wu:fb55g02; zgc:172136
dre:245702	igf1rb, IGF-IR, IGF-IRb, wu:fb03h06; insulin-like growth factor 1b receptor (EC:2.7.10.1); K05087 insulin-like growth factor 1 receptor [EC:2.7.10.1]
dre:406272	sema6d, wu:fi06a12, wu:fi76a10, zgc:56170; sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D; K06842 semaphorin 6
dre:566384	tmem59, si:dkey-181m9.10; transmembrane protein 59
dre:415163	vamp3, zgc:86726; vesicle-associated membrane protein 3 (cellubrevin); K13505 vesicle-associated membrane protein 3
dre:572019	slc35f3a, slc35f3, zgc:171853; solute carrier family 35, member F3a
dre:406453	tmem37, zgc:85779; transmembrane protein 37
dre:245948	gbx2, fd07f12, gbx-2, wu:fd07f12; gastrulation brain homeobox 2; K09321 homeobox protein GBX
dre:415169	rps13, fb14f11, fd13f08, fd60g01, wu:fb14f11, wu:fd13f08, wu:fd60g01, zgc:91809; ribosomal protein S13 (EC:3.6.5.3); K02953 small subunit ribosomal protein S13e
dre:568182	pfdn5, wu:fa09c11, wu:fb38c05, zgc:100894; prefoldin 5; K04797 prefoldin alpha subunit
dre:368621	cystatin, si:dz57f23.1, wu:fk54d12; si:busm1-57f23.1
dre:407982	wu:fj58b03; zgc:85722
dre:415171	snrpd3, zgc:86943; small nuclear ribonucleoprotein D3 polypeptide
dre:326701	ssr4, wu:fe06a08, zgc:86940; signal sequence receptor, delta; K04571 translocon-associated protein subunit delta
dre:563836	im:7151442; zgc:171566; K01307 gamma-glutamyl hydrolase [EC:3.4.19.9]
dre:246222	tbx15, zgc:158205, zgc:63576; T-box 15; K10182 T-box protein 15
dre:415174	med6, wu:fa14c11, zgc:86933; mediator complex subunit 6; K15128 mediator of RNA polymerase II transcription subunit 6
dre:100137125	zgc:175135
dre:415175	tnnc1b, stnnc, zgc:86932; troponin C type 1b (slow); K05865 troponin C, slow skeletal and cardiac muscles
dre:794238	abcg4b, zgc:171697; ATP-binding cassette, sub-family G (WHITE), member 4b
dre:572713	tbx18; T-box 18; K10183 T-box protein 18
dre:393500	deltex3, dtx3, wu:fi25g12; zgc:66440; K06058 deltex [EC:2.3.2.27]
dre:447901	polr3gla, sb:cb265, zgc:101594; polymerase (RNA) III (DNA directed) polypeptide G like a
dre:415176	nudt5, wu:fe48a12, zgc:86930; nudix (nucleoside diphosphate linked moiety X)-type motif 5 (EC:3.6.1.13); K13987 ADP-sugar pyrophosphatase / 8-oxo-dGDP phosphatase [EC:3.6.1.13 3.6.1.58 3.6.1.-]
dre:334337	ubqln4, ubin, wu:fb48e11, wu:fb54b10, wu:fi41e06, zgc:113928, zgc:66188; ubiquilin 4; K04523 ubiquilin
dre:415178	tmem8c, si:dkey-191h14.1, zgc:86927; transmembrane protein 8C
dre:246226	ptgs1, cox1, zCOX-1; prostaglandin-endoperoxide synthase 1 (EC:1.14.99.1); K00509 prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]
dre:246227	ptgs2a, fj02a10, ptgs2, unp1239, wu:fj02a10, zCOX-2; prostaglandin-endoperoxide synthase 2a (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]
dre:321700	nol11, fa11h01, wu:fa11h01, wu:fb30e03, zgc:109901; nucleolar protein 11
dre:436797	rab40b, zgc:92926; RAB40B, member RAS oncogene family; K07928 Ras-related protein Rab-40
dre:324431	ilf3a, fc28f07, wu:fc28f07, wu:fi34h10, zgc:113842; interleukin enhancer binding factor 3a
dre:562056	fb95f07, wu:fb95f07; zgc:171459
dre:252913	h2afva, H2A.F/Z, h2afv, h2afz; H2A histone family, member Va; K11251 histone H2A
dre:415183	tubd1, zgc:86914; tubulin, delta 1; K10390 tubulin delta
dre:334203	rnf34a, fi35g06, wu:fi35g06, zgc:114043; ring finger protein 34a
dre:337556	rgs7bpb, fj83a05, rgs7bp, wu:fj83a05, zgc:110002; regulator of G-protein signaling 7 binding protein b
dre:541416	arsa, zgc:101575; arylsulfatase A (EC:3.1.6.8); K01134 arylsulfatase A [EC:3.1.6.8]
dre:792470	ccdc153, zgc:171582; coiled-coil domain containing 153
dre:799638	phospho2, zgc:172082; phosphatase, orphan 2 (EC:3.1.3.74); K13248 pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]
dre:259195	caska, cask, wu:fb70g06; calcium/calmodulin-dependent serine protein kinase a (EC:2.7.11.1); K06103 calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1]
dre:415189	slc25a11, fa07h09, wu:fa07h09, zgc:86898; solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11; K15104 solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
dre:100006042	zgc:172067
dre:566042	rbm46, fe11d09, wu:fe11d09, zgc:153695; RNA binding motif protein 46
dre:564384	zgc:172339
dre:767739	neurl1ab, neurlb, zgc:153175; neuralized E3 ubiquitin protein ligase 1Ab
dre:555962	tgm1l4, fa12g12, wu:fa12g12, zgc:112355; transglutaminase 1 like 4 (EC:2.3.2.13)
dre:259250	cers4a, trh1; ceramide synthase 4a
dre:415193	atg4c, apg4c, atg4cl, wu:fc56g07, zgc:86888; autophagy related 4C, cysteine peptidase; K08342 cysteine protease ATG4 [EC:3.4.22.-]
dre:797346	spint1b; serine peptidase inhibitor, Kunitz type 1 b; K15619 Kunitz-type protease inhibitor 1
dre:259251	cers2a, fi37a01, lass2, trh3, wu:fi37a01; ceramide synthase 2a; K04710 ceramide synthetase [EC:2.3.1.24]
dre:259252	esr1, ER[a], ESR, NR3A1, eralpha, zfER[a]; estrogen receptor 1; K08550 estrogen receptor alpha
dre:556651	nudt17, zgc:114128; nudix (nucleoside diphosphate linked moiety X)-type motif 17 (EC:3.6.1.-)
dre:560546	slc2a10, zgc:171488; solute carrier family 2 (facilitated glucose transporter), member 10; K08147 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 10
dre:768177	deptor, depdc6, wu:fd14h03, wu:fi11e09, zgc:152943; DEP domain containing MTOR-interacting protein
dre:556657	tsnax, zgc:114078; translin-associated factor X
dre:556909	fbxo22, si:busm1-132m23.3; F-box protein 22; K10302 F-box protein 22
dre:259258	p2rx4a, p2rx4, p2x4, wu:fi03f02; purinergic receptor P2X, ligand-gated ion channel, 4a; K05218 P2X purinoceptor 4
dre:415201	mea1, si:ch211-117c8.1, zgc:86834; male-enhanced antigen 1
dre:557074	elk3, si:ch211-172b12.2, si:dkey-201e17.1, zgc:198153, zgc:198183; ELK3, ETS-domain protein; K09430 ETS domain-containing protein Elk-3 (SRF accessory protein 2)
dre:571061	zgc:171501
dre:447899	rtkn2b, zgc:101635; rhotekin 2b
dre:558147	dhh; desert hedgehog; K11990 desert hedgehog
dre:415205	eaf1, wu:fb52f06, zgc:86818; ELL associated factor 1; K15186 ELL-associated factor
dre:558013	st7l, zgc:172009; suppression of tumorigenicity 7 like
dre:791793	cxadr, car, cb331, fb76g12, wu:fb76g12; coxsackie virus and adenovirus receptor; K06788 coxsackievirus and adenovirus receptor
dre:415207	rbks, zgc:86813; ribokinase (EC:2.7.1.15); K00852 ribokinase [EC:2.7.1.15]
