mmu:106740	no KO assigned | (RefSeq) uncharacterized LOC106740
mmu:102635787	no KO assigned | (RefSeq) Gm33035; predicted gene, 33035
mmu:102635915	no KO assigned | (RefSeq) Gm33130; predicted gene, 33130
mmu:102636096	no KO assigned | (RefSeq) Gm33263; predicted gene, 33263
mmu:102636160	no KO assigned | (RefSeq) uncharacterized LOC102636160
mmu:102636382	no KO assigned | (RefSeq) Gm33464; predicted gene, 33464
mmu:102636238	no KO assigned | (RefSeq) Gm33361; predicted gene, 33361
mmu:102636314	no KO assigned | (RefSeq) Gm33416; predicted gene, 33416
mmu:102636706	no KO assigned | (RefSeq) Gm33704; predicted gene, 33704
mmu:105245201	no KO assigned | (RefSeq) Gm40687; predicted gene, 40687
mmu:108167819	no KO assigned | (RefSeq) uncharacterized LOC108167819
mmu:105245202	no KO assigned | (RefSeq) Gm40688; predicted gene, 40688
mmu:102637077	no KO assigned | (RefSeq) Gm33979; predicted gene, 33979
mmu:75189	no KO assigned | (RefSeq) 4930533K18Rik, 4933433H14Rik; RIKEN cDNA 4930533K18 gene
mmu:102637280	no KO assigned | (RefSeq) Gm34137; predicted gene, 34137
mmu:102637547	no KO assigned | (RefSeq) Gm34328; predicted gene, 34328
mmu:102637612	no KO assigned | (RefSeq) Gm34376; predicted gene, 34376
mmu:102637684	no KO assigned | (RefSeq) Gm20609; predicted gene 20609
mmu:102637980	no KO assigned | (RefSeq) Gm34659; predicted gene, 34659
mmu:102638141	no KO assigned | (RefSeq) Gm34776; predicted gene, 34776
mmu:105245206	no KO assigned | (RefSeq) Gm40691; predicted gene, 40691
mmu:105245207	no KO assigned | (RefSeq) Gm40692; predicted gene, 40692
mmu:105245211	no KO assigned | (RefSeq) Gm40696; predicted gene, 40696
mmu:105245210	no KO assigned | (RefSeq) Gm40695; predicted gene, 40695
mmu:105245213	no KO assigned | (RefSeq) Gm40697; predicted gene, 40697
mmu:105245214	no KO assigned | (RefSeq) Gm40698; predicted gene, 40698
mmu:102639053	no KO assigned | (RefSeq) Gm16222, OTTMUSG00000031874; predicted gene 16222
mmu:105245215	no KO assigned | (RefSeq) Gm40699; predicted gene, 40699
mmu:102639115	no KO assigned | (RefSeq) Gm15343, OTTMUSG00000020433; predicted gene 15343
mmu:100041099	no KO assigned | (RefSeq) Gm3137; predicted gene, 3137
mmu:102639395	no KO assigned | (RefSeq) Gm35721; predicted gene, 35721
mmu:105245219	no KO assigned | (RefSeq) Gm40703; predicted gene, 40703
mmu:102639550	no KO assigned | (RefSeq) Gm35837; predicted gene, 35837
mmu:105245220	no KO assigned | (RefSeq) Gm40704; predicted gene, 40704
mmu:102639818	no KO assigned | (RefSeq) Gm36040; predicted gene, 36040
mmu:670880	no KO assigned | (RefSeq) Gm9507; predicted gene 9507
mmu:77763	no KO assigned | (RefSeq) Gm9736; predicted gene 9736
mmu:634504	no KO assigned | (RefSeq) Gm7137; predicted gene 7137
mmu:102640500	no KO assigned | (RefSeq) keratin-associated protein 10-8-like
mmu:100041281	no KO assigned | (RefSeq) Gm3250; predicted gene 3250
mmu:100041250	no KO assigned | (RefSeq) Gm3233; predicted gene 3233
mmu:670895	no KO assigned | (RefSeq) Gm9508; predicted gene 9508
mmu:102639995	no KO assigned | (RefSeq) Gm36176; predicted gene, 36176
mmu:105245221	no KO assigned | (RefSeq) Gm40705; predicted gene, 40705
mmu:102631905	no KO assigned | (RefSeq) Gm30122; predicted gene, 30122
mmu:105245224	no KO assigned | (RefSeq) Gm40708; predicted gene, 40708
mmu:105245225	no KO assigned | (RefSeq) Gm40709; predicted gene, 40709
mmu:102632059	no KO assigned | (RefSeq) Gm30232; predicted gene, 30232
mmu:102632206	no KO assigned | (RefSeq) Gm30346; predicted gene, 30346
mmu:102632284	no KO assigned | (RefSeq) Gm30400; predicted gene, 30400
mmu:105245226	no KO assigned | (RefSeq) Gm40710; predicted gene, 40710
mmu:105245228	no KO assigned | (RefSeq) Gm40712; predicted gene, 40712
mmu:102632396	no KO assigned | (RefSeq) Gm30480; predicted gene, 30480
mmu:105245229	no KO assigned | (RefSeq) Gm40713; predicted gene, 40713
mmu:105245231	no KO assigned | (RefSeq) Gm40715; predicted gene, 40715
mmu:108167824	no KO assigned | (RefSeq) uncharacterized LOC108167824
mmu:102632666	no KO assigned | (RefSeq) Gm30682; predicted gene, 30682
mmu:102632860	no KO assigned | (RefSeq) Gm30823; predicted gene, 30823
mmu:102633159	no KO assigned | (RefSeq) Gm31057; predicted gene, 31057
mmu:102633244	no KO assigned | (RefSeq) Gm26710; predicted gene, 26710
mmu:102633484	no KO assigned | (RefSeq) Gm31298; predicted gene, 31298
mmu:108167825	no KO assigned | (RefSeq) uncharacterized LOC108167825
mmu:102635990	no KO assigned | (RefSeq) uncharacterized LOC102635990
mmu:237412	no KO assigned | (RefSeq) Gm4924, EG237412, Mif1; predicted gene 4924
mmu:105245242	no KO assigned | (RefSeq) Gm40721; predicted gene, 40721
mmu:102641476	no KO assigned | (RefSeq) Gm38560; predicted gene, 38560
mmu:105245244	no KO assigned | (RefSeq) Gm40723; predicted gene, 40723
mmu:105245243	no KO assigned | (RefSeq) Gm40722; predicted gene, 40722
mmu:102637159	no KO assigned | (RefSeq) Gm34043; predicted gene, 34043
mmu:105245246	no KO assigned | (RefSeq) Gm40725; predicted gene, 40725
mmu:105245247	no KO assigned | (RefSeq) Gm40726; predicted gene, 40726
mmu:102637247	no KO assigned | (RefSeq) Gm34113; predicted gene, 34113
mmu:102637349	no KO assigned | (RefSeq) Gm34184; predicted gene, 34184
mmu:102637645	no KO assigned | (RefSeq) Gm34405; predicted gene, 34405
mmu:102637793	no KO assigned | (RefSeq) Gm34515; predicted gene, 34515
mmu:102637873	no KO assigned | (RefSeq) uncharacterized LOC102637873
mmu:105245249	no KO assigned | (RefSeq) Gm40728; predicted gene, 40728
mmu:102637948	no KO assigned | (RefSeq) Gm34633; predicted gene, 34633
mmu:105245252	no KO assigned | (RefSeq) Gm40731; predicted gene, 40731
mmu:626858	no KO assigned | (RefSeq) Gm6713, EG626858; predicted gene 6713
mmu:105245253	no KO assigned | (RefSeq) Gm40732; predicted gene, 40732
mmu:102639289	no KO assigned | (RefSeq) Gm35636; predicted gene, 35636
mmu:627035	no KO assigned | (RefSeq) Gm6729, EG627035; predicted gene 6729
mmu:382395	no KO assigned | (RefSeq) Gm5174, EG382395; predicted gene 5174
mmu:102631839	no KO assigned | (RefSeq) Gm30073; predicted gene, 30073
mmu:627270	no KO assigned | (RefSeq) Igf1os, Gm10055, Gm16176, OTTMUSG00000031414; insulin-like growth factor 1, opposite strand
mmu:626115	no KO assigned | (RefSeq) Gm6653, EG626115; predicted gene 6653
mmu:102632060	no KO assigned | (RefSeq) Gm30233; predicted gene, 30233
mmu:105245255	no KO assigned | (RefSeq) Gm40733; predicted gene, 40733
mmu:105245256	no KO assigned | (RefSeq) Gm40734; predicted gene, 40734
mmu:102632785	no KO assigned | (RefSeq) Gm30769; predicted gene, 30769
mmu:102633042	no KO assigned | (RefSeq) Gm30963; predicted gene, 30963
mmu:102633203	no KO assigned | (RefSeq) Gm31090; predicted gene, 31090
mmu:108167827	no KO assigned | (RefSeq) keratin-associated protein 10-12-like
mmu:102633867	no KO assigned | (RefSeq) Gm31592; predicted gene, 31592
mmu:105245260	no KO assigned | (RefSeq) Gm40738; predicted gene, 40738
mmu:105245261	no KO assigned | (RefSeq) Gm40739; predicted gene, 40739
mmu:102635028	no KO assigned | (RefSeq) Gm32468; predicted gene, 32468
mmu:105245263	no KO assigned | (RefSeq) Gm40741; predicted gene, 40741
mmu:102635134	no KO assigned | (RefSeq) Gm32551; predicted gene, 32551
mmu:102635316	no KO assigned | (RefSeq) Gm32688; predicted gene, 32688
mmu:102635396	no KO assigned | (RefSeq) Gm32749; predicted gene, 32749
mmu:105245265	no KO assigned | (RefSeq) Gm40743; predicted gene, 40743
mmu:102635509	no KO assigned | (RefSeq) Gm32827; predicted gene, 32827
mmu:102635607	no KO assigned | (RefSeq) Gm32898; predicted gene, 32898
mmu:105245266	no KO assigned | (RefSeq) Gm40744; predicted gene, 40744
mmu:102635855	no KO assigned | (RefSeq) Gm33091; predicted gene, 33091
mmu:102636052	no KO assigned | (RefSeq) Gm33230; predicted gene, 33230
mmu:108167829	no KO assigned | (RefSeq) uncharacterized LOC108167829
mmu:102636491	no KO assigned | (RefSeq) Gm33543; predicted gene, 33543
mmu:102636263	no KO assigned | (RefSeq) Gm33377; predicted gene, 33377
mmu:105245269	no KO assigned | (RefSeq) Gm40747; predicted gene, 40747
mmu:102636813	no KO assigned | (RefSeq) Gm33782; predicted gene, 33782
mmu:102636895	no KO assigned | (RefSeq) Gm33843; predicted gene, 33843
mmu:108167830	no KO assigned | (RefSeq) uncharacterized LOC108167830
mmu:102636973	no KO assigned | (RefSeq) Gm33897; predicted gene, 33897
mmu:102637248	no KO assigned | (RefSeq) Gm34114; predicted gene, 34114
mmu:102637570	no KO assigned | (RefSeq) Gm34346; predicted gene, 34346
mmu:102637874	no KO assigned | (RefSeq) Gm34574; predicted gene, 34574
mmu:102638142	no KO assigned | (RefSeq) Gm34777; predicted gene, 34777
mmu:102638331	no KO assigned | (RefSeq) Gm34921; predicted gene, 34921
mmu:102638482	no KO assigned | (RefSeq) Gm35035; predicted gene, 35035
mmu:102638407	no KO assigned | (RefSeq) Gm34983; predicted gene, 34983
mmu:102638567	no KO assigned | (RefSeq) Gm35101; predicted gene, 35101
mmu:102638712	no KO assigned | (RefSeq) Gm35206; predicted gene, 35206
mmu:102639018	no KO assigned | (RefSeq) Gm35437; predicted gene, 35437
mmu:102639153	no KO assigned | (RefSeq) Gm35533; predicted gene, 35533
mmu:100043277	no KO assigned | (RefSeq) 6430590A10Rik; RIKEN cDNA 6430590A10 gene
mmu:108167831	no KO assigned | (RefSeq) uncharacterized LOC108167831
mmu:432500	no KO assigned | (RefSeq) Gm29674; predicted gene, 29674
mmu:102639996	no KO assigned | (RefSeq) Gm36177; predicted gene, 36177
mmu:105245277	no KO assigned | (RefSeq) Gm40754; predicted gene, 40754
mmu:102640148	no KO assigned | (RefSeq) Gm36283; predicted gene, 36283
mmu:102640357	no KO assigned | (RefSeq) Gm36440; predicted gene, 36440
mmu:105245279	no KO assigned | (RefSeq) uncharacterized LOC105245279
mmu:105245281	no KO assigned | (RefSeq) Gm40757; predicted gene, 40757
mmu:102640834	no KO assigned | (RefSeq) Gm36808; predicted gene, 36808
mmu:102631621	no KO assigned | (RefSeq) Gm29916; predicted gene, 29916
mmu:102631871	no KO assigned | (RefSeq) Gm30095; predicted gene, 30095
mmu:105245284	no KO assigned | (RefSeq) Gm40760; predicted gene, 40760
mmu:105245285	no KO assigned | (RefSeq) Gm40761; predicted gene, 40761
mmu:102636549	no KO assigned | (RefSeq) Gm33585; predicted gene, 33585
mmu:108167847	no KO assigned | (RefSeq) uncharacterized LOC108167847
mmu:105246862	no KO assigned | (RefSeq) Gm42072; predicted gene, 42072
mmu:102636831	no KO assigned | (RefSeq) Gm33791; predicted gene, 33791
mmu:105246860	no KO assigned | (RefSeq) Gm42071; predicted gene, 42071
mmu:108167848	no KO assigned | (RefSeq) zinc finger protein 717-like
mmu:73988	K03334 L-amino-acid oxidase [EC:1.4.3.2] | (RefSeq) 4930438A08Rik; RIKEN cDNA 4930438A08 gene
mmu:105244174	no KO assigned | (RefSeq) Gm39828; predicted gene, 39828
mmu:102636655	no KO assigned | (RefSeq) Gm33660; predicted gene, 33660
mmu:105244173	no KO assigned | (RefSeq) Gm39827; predicted gene, 39827
mmu:102636986	no KO assigned | (RefSeq) Gm15755, OTTMUSG00000025967; predicted gene 15755
mmu:105246870	no KO assigned | (RefSeq) Gm12257, OTTMUSG00000005760; predicted gene 12257
mmu:108167849	no KO assigned | (RefSeq) uncharacterized LOC108167849
mmu:108167850	no KO assigned | (RefSeq) uncharacterized LOC108167850
mmu:105244613	no KO assigned | (RefSeq) Gm40199; predicted gene, 40199
mmu:102632722	no KO assigned | (RefSeq) Gm30718; predicted gene, 30718
mmu:102632809	no KO assigned | (RefSeq) Gm11205, OTTMUSG00000000193; predicted gene 11205
mmu:108167851	no KO assigned | (RefSeq) uncharacterized LOC108167851
mmu:105242790	no KO assigned | (RefSeq) uncharacterized LOC105242790
mmu:108167316	no KO assigned | (RefSeq) uncharacterized LOC108167316
mmu:108167852	no KO assigned | (RefSeq) uncharacterized LOC108167852
mmu:102632924	no KO assigned | (RefSeq) Gm30875; predicted gene, 30875
mmu:102633140	no KO assigned | (RefSeq) Gm31042; predicted gene, 31042
mmu:102633229	no KO assigned | (RefSeq) Gm31109; predicted gene, 31109
mmu:105242793	no KO assigned | (RefSeq) Gm38907; predicted gene, 38907
mmu:102634309	no KO assigned | (RefSeq) Gm11419, OTTMUSG00000000858; predicted gene 11419
mmu:102633775	no KO assigned | (RefSeq) Gm31522; predicted gene, 31522
mmu:102634628	no KO assigned | (RefSeq) Gm11418, OTTMUSG00000000855; predicted gene 11418
mmu:105246878	no KO assigned | (RefSeq) Gm42084; predicted gene, 42084
mmu:108167853	no KO assigned | (RefSeq) uncharacterized LOC108167853
mmu:105246891	no KO assigned | (RefSeq) Gm42094; predicted gene, 42094
mmu:105243583	no KO assigned | (RefSeq) Gm39468; predicted gene, 39468
mmu:171395	K04987 polycystin 1L1 | (RefSeq) Pkd1l1, AA444596; polycystic kidney disease 1 like 1
mmu:108167855	no KO assigned | (RefSeq) endogenous retrovirus group K member 25 Pol protein-like
mmu:105245353	no KO assigned | (RefSeq) Gm40824; predicted gene, 40824
mmu:100042202	no KO assigned | (RefSeq) Gm3718; predicted gene 3718
mmu:108167857	no KO assigned | (RefSeq) circumsporozoite protein-like
mmu:667947	no KO assigned | (RefSeq) Gm12247, OTTMUSG00000005718; predicted gene 12247
mmu:108167858	no KO assigned | (RefSeq) uncharacterized mitochondrial protein AtMg00860-like
mmu:102635873	no KO assigned | (RefSeq) Gm33099; predicted gene, 33099
mmu:105243670	no KO assigned | (RefSeq) Gm39501, Dbf4b; predicted gene, 39501
mmu:105243673	no KO assigned | (RefSeq) Gm39504; predicted gene, 39504
mmu:108167860	no KO assigned | (RefSeq) Efcab13; EF-hand calcium binding domain 13
mmu:105242472	no KO assigned | (RefSeq) uncharacterized LOC105242472
mmu:442842	no KO assigned | (RefSeq) A830035A12Rik; RIKEN cDNA A830035A12 gene
mmu:629967	no KO assigned | (RefSeq) Gm11677, OTTMUSG00000003241; predicted gene 11677
mmu:102637758	no KO assigned | (RefSeq) Gm34488; predicted gene, 34488
mmu:105243797	no KO assigned | (RefSeq) Gm39567; predicted gene, 39567
mmu:102638292	no KO assigned | (RefSeq) Gm11959, OTTMUSG00000005062; predicted gene 11959
mmu:102638371	no KO assigned | (RefSeq) Gm11958, OTTMUSG00000005060; predicted gene 11958
mmu:105243814	no KO assigned | (RefSeq) Gm39573; predicted gene, 39573
mmu:105243825	no KO assigned | (RefSeq) Gm39575; predicted gene, 39575
mmu:102632787	no KO assigned | (RefSeq) Gm30770; predicted gene, 30770
mmu:105243850	no KO assigned | (RefSeq) Gm39583; predicted gene, 39583
mmu:102633755	no KO assigned | (RefSeq) Gm31505; predicted gene, 31505
mmu:102633911	no KO assigned | (RefSeq) Gm12022, OTTMUSG00000005206; predicted gene 12022
mmu:105243875	no KO assigned | (RefSeq) Gm39601; predicted gene, 39601
mmu:105243876	no KO assigned | (RefSeq) Gm39602; predicted gene, 39602
mmu:105243879	no KO assigned | (RefSeq) Gm39604; predicted gene, 39604
mmu:105243880	no KO assigned | (RefSeq) Gm39605; predicted gene, 39605
mmu:105243884	no KO assigned | (RefSeq) Gm39609; predicted gene, 39609
mmu:102635510	no KO assigned | (RefSeq) Gm12056, OTTMUSG00000005264; predicted gene 12056
mmu:105243885	no KO assigned | (RefSeq) Gm39610; predicted gene, 39610
mmu:105243887	no KO assigned | (RefSeq) Gm39612; predicted gene, 39612
mmu:105243889	no KO assigned | (RefSeq) Gm39613; predicted gene, 39613
mmu:102637005	no KO assigned | (RefSeq) Gm12069, OTTMUSG00000005297; predicted gene 12069
mmu:105245350	no KO assigned | (RefSeq) Gm40822; predicted gene, 40822
mmu:102638519	no KO assigned | (RefSeq) Gm35063; predicted gene, 35063
mmu:102638605	no KO assigned | (RefSeq) Gm35131; predicted gene, 35131
mmu:105243974	no KO assigned | (RefSeq) Gm39674; predicted gene, 39674
mmu:102636115	no KO assigned | (RefSeq) Gm33277; predicted gene, 33277
mmu:102637264	no KO assigned | (RefSeq) Gm12132, OTTMUSG00000005426; predicted gene 12132
mmu:102637334	no KO assigned | (RefSeq) Gm34173; predicted gene, 34173
mmu:78343	no KO assigned | (RefSeq) 3110004A20Rik; RIKEN cDNA 3110004A20 gene
mmu:102637486	no KO assigned | (RefSeq) Gm34281; predicted gene, 34281
mmu:102637962	no KO assigned | (RefSeq) Gm34644; predicted gene, 34644
mmu:108167862	no KO assigned | (RefSeq) uncharacterized LOC108167862
mmu:105244156	no KO assigned | (RefSeq) Gm39817; predicted gene, 39817
mmu:105244157	no KO assigned | (RefSeq) Gm39818; predicted gene, 39818
mmu:105243624	no KO assigned | (RefSeq) Gm39480; predicted gene, 39480
mmu:105246867	no KO assigned | (RefSeq) Gm42075; predicted gene, 42075
mmu:102640777	no KO assigned | (RefSeq) Gm36763; predicted gene, 36763
mmu:108167863	no KO assigned | (RefSeq) uncharacterized LOC108167863
mmu:105244165	no KO assigned | (RefSeq) Gm39823; predicted gene, 39823
mmu:102632458	no KO assigned | (RefSeq) Gm30525; predicted gene, 30525
mmu:102634201	no KO assigned | (RefSeq) Gm31842; predicted gene, 31842
mmu:108167865	no KO assigned | (RefSeq) uncharacterized LOC108167865
mmu:105244171	no KO assigned | (RefSeq) Gm12240, OTTMUSG00000005701; predicted gene 12240
mmu:102635264	no KO assigned | (RefSeq) Gm32649; predicted gene, 32649
mmu:108167866	no KO assigned | (RefSeq) uncharacterized LOC108167866
mmu:637900	no KO assigned | (RefSeq) Gm12618, OTTMUSG00000007755; predicted gene 12618
mmu:105246874	no KO assigned | (RefSeq) Gm42080; predicted gene, 42080
mmu:105244406	no KO assigned | (RefSeq) Gm40019; predicted gene, 40019
mmu:102632078	no KO assigned | (RefSeq) Gm12290, OTTMUSG00000005894; predicted gene 12290
mmu:102632158	no KO assigned | (RefSeq) Gm30305; predicted gene, 30305
mmu:105244423	no KO assigned | (RefSeq) Gm40032; predicted gene, 40032
mmu:105244427	no KO assigned | (RefSeq) Gm40036; predicted gene, 40036
mmu:102635666	no KO assigned | (RefSeq) Gm32946; predicted gene, 32946
mmu:102635729	no KO assigned | (RefSeq) Gm32992; predicted gene, 32992
mmu:102635800	no KO assigned | (RefSeq) Gm33048; predicted gene, 33048
mmu:105244602	no KO assigned | (RefSeq) Gm40192; predicted gene, 40192
mmu:102635935	no KO assigned | (RefSeq) Gm12320, OTTMUSG00000006074; predicted gene 12320
mmu:102636077	no KO assigned | (RefSeq) Gm33249; predicted gene, 33249
mmu:102637142	no KO assigned | (RefSeq) Gm12326, OTTMUSG00000006093; predicted gene 12326
mmu:102637266	no KO assigned | (RefSeq) Gm34127; predicted gene, 34127
mmu:108167867	no KO assigned | (RefSeq) uncharacterized LOC108167867
mmu:102638164	no KO assigned | (RefSeq) Gm34793; predicted gene, 34793
mmu:102640517	no KO assigned | (RefSeq) Gm36558; predicted gene, 36558
mmu:105244615	no KO assigned | (RefSeq) Gm40200; predicted gene, 40200
mmu:102632301	no KO assigned | (RefSeq) Gm30413; predicted gene, 30413
mmu:105242803	no KO assigned | (RefSeq) Gm38913; predicted gene, 38913
mmu:105242813	no KO assigned | (RefSeq) Gm38922; predicted gene, 38922
mmu:102635421	no KO assigned | (RefSeq) Gm11430, OTTMUSG00000000975; predicted gene 11430
mmu:105242833	no KO assigned | (RefSeq) Gm38934; predicted gene, 38934
mmu:102635776	no KO assigned | (RefSeq) Gm33028; predicted gene, 33028
mmu:105242838	no KO assigned | (RefSeq) Gm38937; predicted gene, 38937
mmu:102636471	no KO assigned | (RefSeq) Gm33528; predicted gene, 33528
mmu:108167870	no KO assigned | (RefSeq) uncharacterized LOC108167870
mmu:105242589	no KO assigned | (RefSeq) Gm38759; predicted gene, 38759
mmu:102638165	no KO assigned | (RefSeq) Gm11494, OTTMUSG00000001281; predicted gene 11494
